name;a;b;date
Palacios de la Valduerna;7090;7706;2020-03-01
Bercianos del Real Camino;0;6208;2020-03-01
La Antigua;11034;12164;2020-03-01
Villamontán de la Valduerna;14637;15337;2020-03-01
Encinedo;10877;14158;2020-03-01
Ponferrada;64857;219657;2020-03-01
Villamol;5265;5265;2020-03-01
Villaornate y Castro;8403;8403;2020-03-01
Carucedo;11313;14581;2020-03-01
Astorga;11354;45210;2020-03-01
San Pedro Bercianos;1994;6171;2020-03-01
Hospital de Órbigo;1308;9613;2020-03-01
Los Barrios de Luna;8654;8654;2020-03-01
Llamas de la Ribera;4827;12424;2020-03-01
Gusendos de los Oteros;0;4733;2020-03-01
Acebedo;3958;7201;2020-03-01
Soto de la Vega;24011;26277;2020-03-01
Cubillas de Rueda;5705;10007;2020-03-01
Cabrillanes;14771;17736;2020-03-01
Villamañán;157;15344;2020-03-01
Posada de Valdeón;6461;6461;2020-03-01
Villamoratiel de las Matas;0;5113;2020-03-01
Alija del Infantado;10023;11433;2020-03-01
Santa Colomba de Somoza;14251;16003;2020-03-01
Cabreros del Río;0;8697;2020-03-01
Onzonilla;105;14897;2020-03-01
Almanza;11189;11189;2020-03-01
Quintana del Castillo;23581;27693;2020-03-01
Valdemora;0;1927;2020-03-01
Villaquejida;6233;14997;2020-03-01
Santovenia de la Valdoncina;246;18223;2020-03-01
Matanza;6002;6511;2020-03-01
Rioseco de Tapia;7073;7389;2020-03-01
Cármenes;7246;7246;2020-03-01
Sena de Luna;10181;12601;2020-03-01
Camponaraya;14746;37438;2020-03-01
Barjas;1399;9214;2020-03-01
Sariegos;3934;46204;2020-03-01
Castropodame;13864;22852;2020-03-01
Villanueva de las Manzanas;0;11861;2020-03-01
Cacabelos;21824;38059;2020-03-01
Cebrones del Río;8006;8516;2020-03-01
Magaz de Cepeda;14415;14924;2020-03-01
San Esteban de Nogales;2677;2677;2020-03-01
Santas Martas;60;21830;2020-03-01
Burgos;796038;2739947;2020-03-01
Salamanca;2950;2360907;2020-03-01
Palencia;437909;1245184;2020-03-01
Ávila;486988;1877634;2020-03-01
Soria;350872;906592;2020-03-01
Valladolid;352128;2286647;2020-03-01
Segovia;554071;1564890;2020-03-01
León;1980443;3776809;2020-03-01
Zamora;726248;1880472;2020-03-01
El Maíllo;0;4368;2020-03-01
Florida de Liébana;0;7372;2020-03-01
Gajates;0;6454;2020-03-01
Mozárbez;303;6752;2020-03-01
Tamames;0;8784;2020-03-01
Ahigal de Villarino;0;1974;2020-03-01
Monsagro;0;2267;2020-03-01
Agallas;0;4867;2020-03-01
Negrilla de Palencia;0;2626;2020-03-01
Brincones;0;2421;2020-03-01
Peralejos de Abajo;0;5823;2020-03-01
Machacón;0;6836;2020-03-01
Villaflores;0;5107;2020-03-01
Morasverdes;0;5472;2020-03-01
La Atalaya;0;3643;2020-03-01
Anaya de Alba;0;5899;2020-03-01
Peñaparda;0;6915;2020-03-01
Topas;0;5477;2020-03-01
Sepulcro-Hilario;0;4972;2020-03-01
La Maya;0;3981;2020-03-01
Aldeaseca de Alba;0;3158;2020-03-01
Juzbado;0;2730;2020-03-01
Paradinas de San Juan;0;5194;2020-03-01
Cerezal de Peñahorcada;0;3259;2020-03-01
Puerto Seguro;0;2623;2020-03-01
Villamayor;0;43092;2020-03-01
Montejo;0;4804;2020-03-01
San Pelayo de Guareña;0;1880;2020-03-01
Puebla de Azaba;0;5283;2020-03-01
Dios le Guarde;0;2725;2020-03-01
Pedraza de Alba;0;5512;2020-03-01
Éjeme;0;2942;2020-03-01
Las Casas del Conde;0;1208;2020-03-01
Rágama;0;3684;2020-03-01
Espeja;0;6272;2020-03-01
Horcajo de Montemayor;0;3457;2020-03-01
Pinedas;0;2912;2020-03-01
Villar de Peralonso;0;5183;2020-03-01
Torresmenudas;0;2449;2020-03-01
La Hoya;0;1041;2020-03-01
Monterrubio de la Sierra;0;2647;2020-03-01
Guadramiro;0;4431;2020-03-01
Monleón;0;1886;2020-03-01
Almenara de Tormes;0;3642;2020-03-01
Pozos de Hinojo;0;2271;2020-03-01
Macotera;0;14602;2020-03-01
Berrocal de Huebra;0;2518;2020-03-01
Espino de la Orbada;0;4296;2020-03-01
Aldea del Obispo;0;7359;2020-03-01
Galisancho;0;6892;2020-03-01
Navales;105;4754;2020-03-01
Linares de Riofrío;0;10926;2020-03-01
Bañobárez;0;6707;2020-03-01
Casillas de Flores;0;4271;2020-03-01
Parada de Arriba;0;3280;2020-03-01
Barbadillo;0;5118;2020-03-01
Saelices el Chico;0;4118;2020-03-01
Encinasola de los Comendadores;0;5794;2020-03-01
La Cabeza de Béjar;0;3073;2020-03-01
El Cubo de Don Sancho;0;6856;2020-03-01
Retortillo;0;3645;2020-03-01
La Sagrada;0;3710;2020-03-01
San Martín del Castañar;0;3038;2020-03-01
Villavieja de Yeltes;0;12092;2020-03-01
Castillejo de Martín Viejo;0;4360;2020-03-01
Garcihernández;339;8612;2020-03-01
Pelayos;0;3040;2020-03-01
El Pedroso de la Armuña;0;3241;2020-03-01
Valdehijaderos;0;1865;2020-03-01
Monleras;0;6398;2020-03-01
El Sahúgo;0;3969;2020-03-01
Salvatierra de Tormes;0;3047;2020-03-01
La Calzada de Béjar;0;2378;2020-03-01
Las Veguillas;0;4451;2020-03-01
Saldeana;0;3213;2020-03-01
La Bastida;0;1087;2020-03-01
Pereña de la Ribera;0;5167;2020-03-01
Valdemierque;183;1911;2020-03-01
Gejuelo del Barro;0;1319;2020-03-01
Tabera de Abajo;0;825;2020-03-01
Barceo;0;2828;2020-03-01
Calvarrasa de Arriba;0;8466;2020-03-01
Madroñal;0;875;2020-03-01
Navacarros;0;1546;2020-03-01
Cepeda;0;4345;2020-03-01
Valero;0;3327;2020-03-01
Valderrodrigo;0;3228;2020-03-01
Babilafuente;0;11443;2020-03-01
El Cerro;193;6129;2020-03-01
Aldeanueva de la Sierra;0;2275;2020-03-01
El Arco;0;892;2020-03-01
Palaciosrubios;0;5624;2020-03-01
Santibáñez de Béjar;0;8576;2020-03-01
Navasfrías;0;6861;2020-03-01
Sardón de los Frailes;0;2510;2020-03-01
Endrinal;0;3565;2020-03-01
La Bouza;0;2443;2020-03-01
Carpio de Azaba;0;2420;2020-03-01
Cabezabellosa de la Calzada;0;2120;2020-03-01
Tremedal de Tormes;0;2248;2020-03-01
Garcibuey;0;1506;2020-03-01
Villar de Ciervo;0;7152;2020-03-01
Aldealengua;0;5276;2020-03-01
Cantagallo;0;3847;2020-03-01
Nava de Béjar;0;1893;2020-03-01
Peñarandilla;0;4094;2020-03-01
Puebla de Yeltes;0;3162;2020-03-01
Sando;0;3398;2020-03-01
Alaraz;0;9182;2020-03-01
Cilleros de la Bastida;0;541;2020-03-01
Valdelosa;0;4664;2020-03-01
Pizarral;0;1920;2020-03-01
Sanchotello;0;3624;2020-03-01
Castraz;0;990;2020-03-01
Herguijuela de la Sierra;0;2358;2020-03-01
La Fregeneda;0;5477;2020-03-01
Villar de Gallimazo;0;2793;2020-03-01
La Zarza de Pumareda;0;3933;2020-03-01
Fresno Alhándiga;0;4829;2020-03-01
Morille;0;6194;2020-03-01
Salmoral;0;4384;2020-03-01
Lagunilla;0;7819;2020-03-01
Zamayón;0;2861;2020-03-01
Martinamor;0;2958;2020-03-01
Valdecarros;0;6191;2020-03-01
Puebla de San Medel;0;1871;2020-03-01
San Morales;0;3476;2020-03-01
Valdelageve;0;1560;2020-03-01
Herguijuela del Campo;0;4543;2020-03-01
Sotoserrano;0;3818;2020-03-01
Sanchón de la Sagrada;0;938;2020-03-01
Vilvestre;0;6518;2020-03-01
La Encina;0;2535;2020-03-01
Salamanca;0;206987;2020-03-01
La Redonda;0;2290;2020-03-01
Encinas de Arriba;0;2146;2020-03-01
Nava de Francia;0;3507;2020-03-01
Valdefuentes de Sangusín;0;4287;2020-03-01
Villares de Yeltes;0;2852;2020-03-01
La Sierpe;0;2926;2020-03-01
Villasbuenas;0;4157;2020-03-01
Villaseco de los Reyes;0;8510;2020-03-01
Valsalabroso;0;2846;2020-03-01
Cabrillas;0;6874;2020-03-01
Valdelacasa;0;3187;2020-03-01
Almendra;0;4717;2020-03-01
Yecla de Yeltes;0;6012;2020-03-01
Terradillos;0;10771;2020-03-01
La Rinconada de la Sierra;0;2744;2020-03-01
Parada de Rubiales;0;6172;2020-03-01
Pelarrodríguez;0;2946;2020-03-01
Trabanca;0;3366;2020-03-01
San Miguel de Valero;0;6087;2020-03-01
Mogarraz;0;1642;2020-03-01
Santibáñez de la Sierra;0;1793;2020-03-01
Pastores;0;1797;2020-03-01
Monforte de la Sierra;0;746;2020-03-01
Aldehuela de Yeltes;0;2889;2020-03-01
Fuentes de Oñoro;0;11068;2020-03-01
Santiago de la Puebla;0;8774;2020-03-01
Berrocal de Salvatierra;0;3251;2020-03-01
Aldeavieja de Tormes;0;2984;2020-03-01
Calzada de Valdunciel;0;7963;2020-03-01
San Muñoz;0;6260;2020-03-01
Carrascal del Obispo;0;3522;2020-03-01
Frades de la Sierra;0;6154;2020-03-01
Ledrada;0;6123;2020-03-01
Palacios del Arzobispo;0;3911;2020-03-01
Villalba de los Llanos;0;2859;2020-03-01
Rollán;0;4520;2020-03-01
Cerralbo;0;4643;2020-03-01
Arabayona de Mógica;0;7129;2020-03-01
Saucelle;0;6559;2020-03-01
Santa Marta de Tormes;0;52171;2020-03-01
Fuenterroble de Salvatierra;0;7986;2020-03-01
Ahigal de los Aceiteros;0;3365;2020-03-01
Aldeadávila de la Ribera;0;16132;2020-03-01
Ituero de Azaba;0;4468;2020-03-01
Zamarra;0;5433;2020-03-01
Herguijuela de Ciudad Rodrigo;0;2818;2020-03-01
Garcirrey;0;1514;2020-03-01
Espadaña;0;1286;2020-03-01
Villaverde de Guareña;0;2751;2020-03-01
La Alberguería de Argañán;0;5862;2020-03-01
Carrascal de Barregas;0;18292;2020-03-01
Navarredonda de la Rinconada;0;3413;2020-03-01
Malpartida;0;2661;2020-03-01
Alconada;0;3814;2020-03-01
Forfoleda;0;4605;2020-03-01
Villar de la Yegua;0;7314;2020-03-01
Pedrosillo de Alba;0;6118;2020-03-01
Cantaracillo;0;4002;2020-03-01
Serradilla del Llano;0;5156;2020-03-01
Zorita de la Frontera;0;4244;2020-03-01
Molinillo;0;725;2020-03-01
San Pedro del Valle;0;1703;2020-03-01
Peñacaballera;0;2277;2020-03-01
San Esteban de la Sierra;0;4893;2020-03-01
Bóveda del Río Almar;0;5847;2020-03-01
Tejeda y Segoyuela;0;2543;2020-03-01
Fresnedoso;0;1127;2020-03-01
Armenteros;0;6107;2020-03-01
Sancti-Spíritus;0;15440;2020-03-01
Valverdón;0;6064;2020-03-01
Villoruela;0;7339;2020-03-01
La Peña;0;3563;2020-03-01
Barbalos;0;2811;2020-03-01
Pajares de la Laguna;0;2846;2020-03-01
Vallejera de Riofrío;0;1163;2020-03-01
Masueco;0;4064;2020-03-01
Doñinos de Salamanca;0;21160;2020-03-01
Robliza de Cojos;0;3919;2020-03-01
Pitiegua;0;3482;2020-03-01
Zarapicos;0;1310;2020-03-01
Alba de Yeltes;0;3291;2020-03-01
Guijo de Ávila;0;1976;2020-03-01
Villasrubias;0;5065;2020-03-01
Sequeros;0;2414;2020-03-01
Boada;0;5476;2020-03-01
Navamorales;0;3037;2020-03-01
Villar de Samaniego;0;1948;2020-03-01
Tardáguila;0;4332;2020-03-01
El Milano;0;2943;2020-03-01
Hinojosa de Duero;0;8577;2020-03-01
Cantalapiedra;0;8667;2020-03-01
San Cristóbal de la Cuesta;0;9495;2020-03-01
Castellanos de Villiquera;0;10857;2020-03-01
Peralejos de Arriba;0;2119;2020-03-01
Villaseco de los Gamitos;0;5637;2020-03-01
Vecinos;0;4429;2020-03-01
Aldeanueva de Figueroa;0;6042;2020-03-01
Coca de Alba;0;2558;2020-03-01
Canillas de Abajo;0;2352;2020-03-01
Aldeaseca de la Frontera;0;4579;2020-03-01
Abusejo;0;6367;2020-03-01
Puente del Congosto;0;9978;2020-03-01
Ventosa del Río Almar;0;4197;2020-03-01
Ledesma;0;17583;2020-03-01
Narros de Matalayegua;0;3535;2020-03-01
Huerta;0;4650;2020-03-01
Cristóbal;0;2310;2020-03-01
Martín de Yeltes;0;8499;2020-03-01
Villasdardo;0;1721;2020-03-01
Encinas de Abajo;0;7711;2020-03-01
Bermellar;0;3914;2020-03-01
La Mata de Ledesma;0;2627;2020-03-01
Membribe de la Sierra;0;2672;2020-03-01
Navalmoral de Béjar;0;1921;2020-03-01
Fuenteguinaldo;0;13087;2020-03-01
El Payo;0;5702;2020-03-01
Galinduste;0;6256;2020-03-01
Tenebrón;0;2479;2020-03-01
Arapiles;0;6990;2020-03-01
Moronta;0;3459;2020-03-01
Alba de Tormes;690;25350;2020-03-01
Galindo y Perahuy;0;18593;2020-03-01
Cespedosa de Tormes;0;7818;2020-03-01
La Vellés;0;5452;2020-03-01
Doñinos de Ledesma;0;2257;2020-03-01
Gallegos de Solmirón;0;3573;2020-03-01
Cantalpino;0;11222;2020-03-01
Pedrosillo de los Aires;0;8144;2020-03-01
Chagarcía Medianero;0;2379;2020-03-01
San Pedro de Rozados;0;4037;2020-03-01
La Tala;0;3364;2020-03-01
Villarino de los Aires;0;15535;2020-03-01
Tordillos;0;7720;2020-03-01
Villar de Argañán;0;4714;2020-03-01
Casafranca;0;3414;2020-03-01
Sieteiglesias de Tormes;0;2617;2020-03-01
Mancera de Abajo;0;4295;2020-03-01
Iruelos;0;2448;2020-03-01
Peñaranda de Bracamonte;0;24140;2020-03-01
Robleda;0;11724;2020-03-01
Campillo de Azaba;0;3240;2020-03-01
Encina de San Silvestre;0;3621;2020-03-01
Tarazona de Guareña;0;4711;2020-03-01
Cordovilla;0;2981;2020-03-01
Aldearrubia;0;7412;2020-03-01
Pelabravo;0;22715;2020-03-01
Calvarrasa de Abajo;0;15516;2020-03-01
Poveda de las Cintas;0;4385;2020-03-01
Aldehuela de la Bóveda;231;3355;2020-03-01
Mieza;0;4679;2020-03-01
Castellanos de Moriscos;0;15700;2020-03-01
Peromingo;0;2586;2020-03-01
Miranda del Castañar;0;4960;2020-03-01
La Orbada;0;4820;2020-03-01
Puertas;0;2840;2020-03-01
Cipérez;0;7652;2020-03-01
Cabrerizos;0;21430;2020-03-01
Villanueva del Conde;0;1705;2020-03-01
El Campo de Peñaranda;0;4158;2020-03-01
Sanchón de la Ribera;0;2322;2020-03-01
Valdunciel;0;2383;2020-03-01
Moríñigo;0;3392;2020-03-01
Ciudad Rodrigo;0;64879;2020-03-01
Gallegos de Argañán;0;5604;2020-03-01
Horcajo Medianero;0;6048;2020-03-01
Fuentes de Béjar;0;5026;2020-03-01
Calzada de Don Diego;0;3682;2020-03-01
Beleña;0;2414;2020-03-01
Colmenar de Montemayor;0;3825;2020-03-01
Barruecopardo;0;7239;2020-03-01
Villares de la Reina;225;51135;2020-03-01
Miranda de Azán;0;8121;2020-03-01
Villarmuerto;0;1877;2020-03-01
Cabeza del Caballo;0;8114;2020-03-01
Cereceda de la Sierra;0;1713;2020-03-01
Carbajosa de la Sagrada;0;41510;2020-03-01
Moriscos;0;6589;2020-03-01
Vitigudino;0;16792;2020-03-01
Villarmayor;0;3562;2020-03-01
Béjar;0;32946;2020-03-01
Gomecello;0;5346;2020-03-01
La Alameda de Gardón;0;3269;2020-03-01
Matilla de los Caños del Río;0;5568;2020-03-01
Palencia de Negrilla;0;3025;2020-03-01
Monterrubio de Armuña;0;5827;2020-03-01
La Alberca;0;11386;2020-03-01
El Cabaco;0;2789;2020-03-01
Golpejas;0;3675;2020-03-01
Olmedo de Camaces;0;3121;2020-03-01
Buenamadre;0;3729;2020-03-01
Aldeacipreste;0;3625;2020-03-01
Fuenteliante;0;2201;2020-03-01
Puerto de Béjar;0;4470;2020-03-01
Serradilla del Arroyo;0;6267;2020-03-01
Arcediano;0;2442;2020-03-01
Santa María de Sando;0;3167;2020-03-01
Guijuelo;538;37902;2020-03-01
San Miguel del Robledo;0;1953;2020-03-01
La Alamedilla;0;1870;2020-03-01
Buenavista;0;14673;2020-03-01
El Tejado;0;4063;2020-03-01
San Felices de los Gallegos;0;6194;2020-03-01
Bogajo;0;3904;2020-03-01
Villoria;0;14431;2020-03-01
El Tornadizo;0;2615;2020-03-01
Los Santos;0;9859;2020-03-01
Candelario;0;7459;2020-03-01
Montemayor del Río;0;3594;2020-03-01
La Vídola;0;3690;2020-03-01
Añover de Tormes;0;3142;2020-03-01
El Pino de Tormes;0;1602;2020-03-01
Santiz;0;4361;2020-03-01
Escurial de la Sierra;144;5481;2020-03-01
Aldeatejada;0;18677;2020-03-01
Sorihuela;0;3949;2020-03-01
Pedrosillo el Ralo;0;2728;2020-03-01
Larrodrigo;0;4309;2020-03-01
Valverde de Valdelacasa;0;1754;2020-03-01
Sobradillo;0;5297;2020-03-01
Villagonzalo de Tormes;0;4190;2020-03-01
Martiago;0;5007;2020-03-01
El Manzano;0;2625;2020-03-01
El Bodón;0;5726;2020-03-01
Lumbrales;0;17796;2020-03-01
La Fuente de San Esteban;0;16736;2020-03-01
Nava de Sotrobal;0;4432;2020-03-01
Aldearrodrigo;0;2221;2020-03-01
Vega de Tirados;0;2847;2020-03-01
Gajates;0;6454;2020-03-01
Burgo de Osma-Ciudad de Osma;4117;48725;2020-03-01
Montorio;0;4625;2020-03-01
Entrala;1213;1728;2020-03-01
Ágreda;10465;19309;2020-03-01
Florida de Liébana;0;7372;2020-03-01
Melgar de Arriba;0;3849;2020-03-01
Valleruela de Pedraza;0;1865;2020-03-01
Valdenebro;3586;3586;2020-03-01
Ahigal de Villarino;0;1974;2020-03-01
Merindad de Sotoscueva;7719;20570;2020-03-01
Aldeanueva de la Serrezuela;1916;2119;2020-03-01
Prado de la Guzpeña;4246;4246;2020-03-01
Valdecasa;0;2726;2020-03-01
Encinas;1773;1773;2020-03-01
Albornos;0;3350;2020-03-01
Castro de Fuentidueña;2537;2537;2020-03-01
Priaranza del Bierzo;6468;7993;2020-03-01
Candín;11921;13465;2020-03-01
Bercianos del Páramo;12434;12485;2020-03-01
Monzón de Campos;0;6954;2020-03-01
Donhierro;1295;1295;2020-03-01
Bernardos;31;7582;2020-03-01
Villamejil;18703;18703;2020-03-01
Navaescurial;633;1290;2020-03-01
Villafruela;613;3887;2020-03-01
Castilruiz;3126;4751;2020-03-01
Anaya de Alba;0;5899;2020-03-01
Toreno;27003;34377;2020-03-01
Peñaparda;0;6915;2020-03-01
Villaverde-Mogina;2223;3259;2020-03-01
Valdemora;0;1927;2020-03-01
Sanchorreja;44;2138;2020-03-01
Frumales;993;5175;2020-03-01
Pedralba de la Pradería;7536;8546;2020-03-01
Corral de Ayllón;415;3213;2020-03-01
La Maya;0;3981;2020-03-01
Espejón;0;2007;2020-03-01
Adalia;982;2675;2020-03-01
Paradinas de San Juan;0;5194;2020-03-01
Rojas;0;2378;2020-03-01
Villamayor;0;43092;2020-03-01
Bocigas;34;1718;2020-03-01
San Pelayo de Guareña;0;1880;2020-03-01
Puebla de Azaba;0;5283;2020-03-01
Manganeses de la Lampreana;1105;12873;2020-03-01
Pomar de Valdivia;8138;10883;2020-03-01
Santa María de la Vega;540;5246;2020-03-01
Peñalba de Ávila;0;5773;2020-03-01
Bustillo del Páramo de Carrión;0;2039;2020-03-01
Villanueva del Campillo;549;6688;2020-03-01
Cillaperlata;0;1815;2020-03-01
Mantinos;2558;2558;2020-03-01
Roales;1794;7246;2020-03-01
Alcañices;4252;13615;2020-03-01
Las Casas del Conde;0;1208;2020-03-01
Gema;756;4985;2020-03-01
Espeja;0;6272;2020-03-01
Horcajo de Montemayor;0;3457;2020-03-01
La Calzada de Béjar;0;2378;2020-03-01
Pinedas;0;2912;2020-03-01
Alcocero de Mola;496;1538;2020-03-01
San Millán de Lara;2209;3081;2020-03-01
Torresmenudas;0;2449;2020-03-01
Lucillo;15842;15922;2020-03-01
Cavia;446;3756;2020-03-01
San Martín y Mudrián;4611;4611;2020-03-01
Guadramiro;0;4431;2020-03-01
Fuentes de Año;0;3721;2020-03-01
Pajares de Adaja;962;3850;2020-03-01
Argujillo;4125;4125;2020-03-01
Barromán;0;3906;2020-03-01
Itero del Castillo;1440;2966;2020-03-01
Carrias;315;1202;2020-03-01
El Royo;4461;7416;2020-03-01
Arauzo de Salce;0;1552;2020-03-01
Vallecillo;1314;4592;2020-03-01
Aldea del Obispo;0;7359;2020-03-01
Villanueva de Azoague;4212;6064;2020-03-01
Zael;1836;1836;2020-03-01
Fresno de la Ribera;0;6616;2020-03-01
Vadillo;0;1920;2020-03-01
Mudá;2286;2286;2020-03-01
Vegalatrave;0;1862;2020-03-01
Pedrosa de Duero;9230;9230;2020-03-01
Abajas;7;2506;2020-03-01
Trabadelo;8914;11105;2020-03-01
Las Omañas;7528;7528;2020-03-01
Bañobárez;0;6707;2020-03-01
Casillas de Flores;0;4271;2020-03-01
Cañizo;5071;5453;2020-03-01
Urdiales del Páramo;14733;15478;2020-03-01
Castrillo de la Vega;3159;7384;2020-03-01
Pozal de Gallinas;2677;9065;2020-03-01
Barbadillo;0;5118;2020-03-01
Martiherrero;0;4620;2020-03-01
San Millán de los Caballeros;3935;3935;2020-03-01
Herrera de Pisuerga;4533;24005;2020-03-01
Abezames;1284;2131;2020-03-01
Retortillo;0;3645;2020-03-01
Palencia;11771;127053;2020-03-01
Lastras del Pozo;1184;1184;2020-03-01
Mayorga;0;13712;2020-03-01
Torremormojón;0;2032;2020-03-01
Monasterio de Vega;0;1644;2020-03-01
Gatón de Campos;0;1958;2020-03-01
La Matilla;0;2486;2020-03-01
San Cebrián de Mazote;0;3536;2020-03-01
Gimialcón;70;2704;2020-03-01
Fuentepinilla;3075;3075;2020-03-01
Cervatos de la Cueza;46;6582;2020-03-01
Villanueva del Campo;0;12359;2020-03-01
Boadilla de Rioseco;0;3068;2020-03-01
Vallejera;777;1546;2020-03-01
Pelayos;0;3040;2020-03-01
Villaflor;0;2786;2020-03-01
Cabañas Raras;9677;24948;2020-03-01
Villanueva de Teba;94;1949;2020-03-01
El Pedroso de la Armuña;0;3241;2020-03-01
Bustillo del Oro;458;3668;2020-03-01
Borrenes;7798;7798;2020-03-01
Navalperal de Pinares;7579;20200;2020-03-01
Navalosa;3735;6286;2020-03-01
Hontoria de Cerrato;1932;1932;2020-03-01
Migueláñez;24;3603;2020-03-01
El Hornillo;1974;1974;2020-03-01
La Horra;2920;5616;2020-03-01
Las Navas del Marqués;17098;79102;2020-03-01
Barrio de Muñó;893;893;2020-03-01
Las Veguillas;0;4451;2020-03-01
Jaramillo Quemado;0;2863;2020-03-01
Villaveza de Valverde;3058;3058;2020-03-01
Navalperal de Tormes;3589;3589;2020-03-01
Torreadrada;958;3415;2020-03-01
Casasola de Arión;123;5705;2020-03-01
Fresno de la Vega;0;9290;2020-03-01
Abades;7252;7252;2020-03-01
Villaselán;6710;6775;2020-03-01
Velamazán;1177;4285;2020-03-01
Matilla la Seca;0;1503;2020-03-01
Villanuño de Valdavia;3226;3226;2020-03-01
Ausejo de la Sierra;3080;3080;2020-03-01
Venialbo;53;8208;2020-03-01
Santa Elena de Jamuz;10781;16009;2020-03-01
Cimanes del Tejar;13252;14120;2020-03-01
Torreiglesias;2430;10528;2020-03-01
Riofrío de Riaza;723;723;2020-03-01
Antigüedad;4699;4699;2020-03-01
Caltojar;1898;4220;2020-03-01
Astorga;11354;45210;2020-03-01
Gusendos de los Oteros;0;4733;2020-03-01
Aldehuela de Periáñez;494;1485;2020-03-01
Reinoso de Cerrato;320;1873;2020-03-01
Fresno el Viejo;707;8130;2020-03-01
Fuente el Olmo de Fuentidueña;224;2792;2020-03-01
Comunidad de Merindad de Río Ubierna, Quintanilla Vivar y Sotragero;0;0;2020-03-01
Las Quintanillas;771;5021;2020-03-01
Valdevacas de Montejo;32;1465;2020-03-01
Cabreros del Río;0;8697;2020-03-01
Barruelo del Valle;172;1948;2020-03-01
Aguasal;228;1227;2020-03-01
Valderrodrigo;0;3228;2020-03-01
Castroserracín;1316;1316;2020-03-01
El Cerro;193;6129;2020-03-01
Pedrosa del Rey;23;4649;2020-03-01
Cigudosa;863;863;2020-03-01
Ayuela;1410;1410;2020-03-01
Belorado;4009;15173;2020-03-01
Algadefe;5657;6236;2020-03-01
San Felices;1775;1775;2020-03-01
Berberana;2413;3389;2020-03-01
Viana de Cega;866;26292;2020-03-01
Haza;1104;1285;2020-03-01
Villamoronta;760;4467;2020-03-01
Cobos de Fuentidueña;342;1690;2020-03-01
Navasfrías;0;6861;2020-03-01
Manjabálago;1025;2440;2020-03-01
Boada de Campos;0;1409;2020-03-01
Sardón de los Frailes;0;2510;2020-03-01
Cantabrana;27;1002;2020-03-01
Marcilla de Campos;0;1547;2020-03-01
Anaya;2238;2238;2020-03-01
Barbadillo del Mercado;1302;5651;2020-03-01
Tremedal de Tormes;0;2248;2020-03-01
Garcibuey;0;1506;2020-03-01
Curiel de Duero;892;3060;2020-03-01
Calzada de los Molinos;0;5830;2020-03-01
Peleas de Abajo;0;2922;2020-03-01
Villabuena del Puente;342;12121;2020-03-01
Nava de Béjar;0;1893;2020-03-01
Itero de la Vega;139;3531;2020-03-01
Peñarandilla;0;4094;2020-03-01
Huerta de Arriba;1873;2583;2020-03-01
Sando;0;3398;2020-03-01
Alaraz;0;9182;2020-03-01
Belver de los Montes;486;6411;2020-03-01
Santervás de la Vega;11481;11481;2020-03-01
Bularros;0;4221;2020-03-01
Villazala;8576;12532;2020-03-01
Villadiego;30121;41431;2020-03-01
Villacidaler;0;2661;2020-03-01
Brazuelo;12339;13848;2020-03-01
Marazuela;1862;1862;2020-03-01
Pozalmuro;2873;2873;2020-03-01
Zuñeda;0;1688;2020-03-01
Palazuelo de Vedija;38;4880;2020-03-01
Reinoso;786;786;2020-03-01
Castraz;0;990;2020-03-01
Santibáñez de Valcorba;377;3821;2020-03-01
Salce;75;3775;2020-03-01
Vita;0;2466;2020-03-01
Alfoz de Santa Gadea;1673;6154;2020-03-01
Moraleja de Sayago;0;4923;2020-03-01
Villarmentero de Esgueva;531;1784;2020-03-01
Espadañedo;6842;8245;2020-03-01
Quintana del Puente;4407;4779;2020-03-01
La Tala;0;3364;2020-03-01
Los Llanos de Tormes;137;2544;2020-03-01
Riocabado;655;5420;2020-03-01
Bernuy de Porreros;2391;7694;2020-03-01
Quiñonería;358;569;2020-03-01
Morille;0;6194;2020-03-01
Santo Tomé del Puerto;1117;8713;2020-03-01
Ortigosa del Monte;4872;9249;2020-03-01
Muriel Viejo;1010;1010;2020-03-01
Herrera de Valdecañas;792;4377;2020-03-01
Zamayón;0;2861;2020-03-01
Malva;0;3501;2020-03-01
Martinamor;0;2958;2020-03-01
Cardeñajimeno;2360;15494;2020-03-01
Almajano;1523;2796;2020-03-01
Escarabajosa de Cabezas;2837;2837;2020-03-01
La Unión de Campos;0;5779;2020-03-01
Valencia de Don Juan;5204;32199;2020-03-01
Íscar;2643;32892;2020-03-01
Valcabado;0;3970;2020-03-01
Velilla de la Sierra;288;598;2020-03-01
Galbarros;132;1117;2020-03-01
Cea;10218;11537;2020-03-01
Carbajales de Alba;817;8844;2020-03-01
Cabeza Alta;0;0;2020-03-01
Villamediana;1375;5909;2020-03-01
Villar del Buey;4268;21488;2020-03-01
Villegas;592;2928;2020-03-01
Villasarracino;0;4178;2020-03-01
Medina del Campo;2343;45324;2020-03-01
Jaramillo de la Fuente;1859;2037;2020-03-01
Tejada;456;1377;2020-03-01
Ayoó de Vidriales;10048;10048;2020-03-01
Payo de Ojeda;744;1712;2020-03-01
Tejado;4729;4729;2020-03-01
Valle de Manzanedo;5263;5522;2020-03-01
Langa de Duero;221;14780;2020-03-01
Villaquirán de la Puebla;574;1394;2020-03-01
Cozuelos de Fuentidueña;882;3679;2020-03-01
